Teks,label
"YTH,MIitra Silahkan cek poin anda dan tukarkan ke admin kami dengan format PO.PIN kirim ke +62xxxxxxxxxx",1
"Yuk Ikuti akun dakwah, caranya: ketik IKUT [spasi] AkuCintaIslam kirim ke 082110001021.",1
 Di kfc yg deket enhaii ada dy,0
" Maaf jika ada janji yang belum terpenuhi, jika ada janji boleh mengingatkan saya. ",0
*ngsih bunga ato coklat min ,0
.sambl nunggu itu.. Gimana kalo ngerjain form formnya aja dulu,0
"[Akademik] Untuk perhatian tuk jadwal kontrak kuliah buat ang 2012 itu bukan sebenarny, kuliah ikut jadwal kur yg baru ang 2013 ato keatas 2014,2015,2016.. sehingga jadwal yg ada adalah jadwal bayangan tuk tujuan kontrak kuliah..Hal diatas ga berlaku tuk mk yg memang berjalan di ang kalian spt skripsi dan sidang..demikian harap diperhatikan..",0
"[INFO PLA]Assalam..Bagi yg ambil mk pla wajib kumpul pada hari/tgl kamis,25 agustus 2016 pukul 10.00 WIBB..Agenda: pembekalan dan penjelasan PLA.Tempat : Gdg JICA lt.3 R.S301.Demikian informasiny..harap diperhatikan d disebarkan",0
[Info] bagi teman2 yg mengumpulkan data asisten lab/matakuliah bukti berupa surat keterangannya sudah bisa diambil ke pak andri ,0
2016/08/21 12:27:17 Anda telah terdaftar sebagai pelanggan TCASH full service. Tingkatkan saldo Anda dg isi saldo TCASH di merchant berlogo TCASH terdekat.,0
2016/08/21 12:27:32 PIN baru TCash anda adalah 605598. Silahkan menggunakan PIN baru anda untuk menikmati layanan TCash Telkomsel,0
22nya mad. Aku bingung bkn laporannya 😂,0
"aamiin, makasih semuanya moga cepat lulus juga",0
Aamiin. Makasih semuanya..semoga teman2 cepat nyusul dan semoga segala urusannya diberikan kelancaran oleh Allah.aamiin,0
Abis maghrib yaa,0
Ada belakang warkop deket indomaret gerum 500/bulan,0
Ada di bip yang studio fotonya gitu,0
"Ada nama1 . Tpi gatau msh berfungsi atau engga, udh lama ga dipake sih",0
Ada diruangan nya tadi,0
Ada internet min alamatnya dmn?,0
"Ada mba, harganya 1,6jt/bln. Fasilitasnya air hangat, kamar mandi dalam, tv, tv kabel, wifi, meja, tempat tdr, dan lemari.",0
Ada nya instagram,0
Ada perasaan nyesel gt sedikit. Waktu kuliah. Asa ga merhatin. Ga ngerangkul semua. Aku pribadi hmm,0
Ada semua di panduan pla..dishare di grup ini dan fb,0
"Ada sih yg nikah muda tp (keliatan) bahagia, tp one of a million kayaknya kalo temen2 ku hmm",0
"Ada teh dikpad, ini kontaknya ####",0
Ada yang 400 rb yang kamar mandinya sama2 kalau yang ada kamar mandi di dalam kalau yang kecil 600 dan yang agak besar 700 rb,0
Ada yg lain kok ikan tahu tempe,0
"Ada yg nikah muda, ada yg gagal nikah, ada yg pacaran lama eh putus tapi alesannya karna terlalu sayang jd gak mau nyakitin (pret), ada yg jagain jodoh org, ada yg ah banyak lah wkwk",0
Ada yg tau ruangan pak daya yg di fpmipa b?,0
"Ada yg tdk bisa jam tertentu? Kemungkinan pagi jam 8, tapi nanti diumumkan.",0
Aduh aku ge ini pusing yg mau lamaran siapa yg nyari2 kebutuhan siapa,0
Aigoo banyak banget chatnyaa aku baru liat hape hehehe,0
"Airnya asa kurang lancar, besok ku tanya papa yah,",0
Ajakin ke soekarno hatta aja nama1 . Makan di eatboss soekarno hatta wkwkw,0
"Aku ada spagetti, tp usah kaldaluarsa belum yah",0
Aku bawa daging yg dah direbus gapapa? Yg mentah tinggal tulang2an wkwk,0
Aku besok dtg agak telat jam 8 boleh ngga? Kan jam 10 ya mulainya?,0
"aku delete aja ya, ntar nama1 pull dulu atau sync dulu, ntar masukin yang nama1 , baru push.",0
Aku depan pasca skrng,0
Aku di pt. DI,0
Aku dy wkwk makanya kurang direstui jg krna kejauhan,0
"Aku ga enak euy bilang ke adiknya, adiknya pengen ke pvj nama1  :(",0
Aku ga ke upi sepertinya,0
"Aku ingin pagi, tp masa berdua nama1 doang pake grab :( nunggu nama1 siang :(",0
Aku jg blm berangkt wkwk,0
Aku jg di rumah lg ga ada apa2 gara2 kulkas rusak :( biasanya suka nyetok sayur,0
"Aku jg waktu itu foto tgl 17 juli, katanya selesai 29 agustus :(",0
aku kira bukan besoook :'(,0
"Aku kumpul pon dulu dy, kalo haris kerjanya dari sore mo pacaran dulu dy",0
Aku mah plg kerumah ketemu ayah mama cukup kok :'),0
"Aku mah sering ditinggal jualan, jd mau marah juga ntar alesannya ""duit kan buat km juga"", diem lgsg haha",0
Aku mau bawa balon sm coklat min. Mau nitip?,0
Aku mau nyari data yang dibutuhin dari tabel mana aja.,0
"Aku merasa geleh sendiiri ini lipstik aku merah sekali wkkw, mana dapet dikasih ini jg",0
"aku push yang updatenya, itu udah di template sama adminLTE.",0
Aku senin udah ke tempat kerja. Minggu2 depan aku gaktau bisa/ngga :(,0
Aku teh cuma bawa celana jeans yg tua tp jilbabnya yg muda -_-,0
"Alhamdulillah, makasih yaaa udah meluangkan waktu 😘",0
"Alhamdulillah, puji syukur atas nikmat Allah swt. yang telah memberikan nikmat hidup sampai detik ini sehingga saya masih bisa untuk mengevaluasi diri. Selama itu tentu saya menyadari banyak melakukan kekhilafan dan kesalahan.",0
"Alhamdullilah sudah beres semua :)  Bagi yang mau keluar dari group dipersilahkan, tapi silahkan juga kalau ada yg mau memanfaatkan group ini untuk diskusi dengan topik terkait untuk skripsi/gemastik/kerjaan.",0
AndiPublisher.com#PO0216020925#96000#02-02-2016#BNI#Bank Mandiri,0
Asal pagi pagi ya.. Bjam 10an saya sudah ke jakarta..,0
"nama1  jg text dy, text essay jawaban gt Jd misal nih ada murid sama guru, si guru ngasih ujian, nanti hasil jawaban ujian murid dibandingin sama jawaban dari guru (jawaban yg bener) trs outputnya berupa skor hasil ujian itu",0
nama1 itu msh pake db aku yg lama itu msh anomali bisa nyesuain ga,0
nama1 seharusnya cuman nambah table daftar_ulang_ird + kalau ada masternya. Yg lain kita samain aja ya pake yg aku data_pasien (2).sql,0
"Assalamualaikum akang teteh, jangan lupa ya hari ini ada carrier day jam 10:30, exhibition fpmipa b :) (love) Hayuu teh ditungguuu",0
"Assalamualaikum Bu. Saya nama1 mhsi ilkom 2012 baru dpt pembimbing skripsi. Mohon maaf bu, kalau minggu ini ada di kampus hari ap aj Bu? Terima kasih.",0
"Assalamualaikum pak, mau nanya seputar mobcom sp, apakah harus ikut perkuliahan dari sekarang apa bisa ikut pas sp nanti aja pak? Trims ",0
"assalamualaikum pak, mohon maaf saya mau tanya pak, apakah remedial dwm harus hadir di tempat pak? apa bisa online? mohon maaf sebelumnya",0
Assalamualaikum Pak. Ini dg nama1 ilkom 2012. Maaf Pak td saya ninggalin proposal di meja Bapak di atas printer. Terima kasih Pak.,0
Assalamu'alaikum wr wb. Berikut daftar penguji PLA tahap 4,0
"Assalamu'alaikum, nama1 mau minta bantuan.",0
Assalamualaikum. Ada yg tau kalo file buat penilaian ada di mana? Apa ada di fb?,0
"Atau gaperlu ke kampus nama1 , tolong kirimin kuncinya aja make jne cenah ip",0
"Atuhlah, aku telah meninggalkan yg nyaah, jgn gitulah gais, bisi teringat masa lalu 😢",0
atulah aku teh udh ngidam sate maranggi dr bulan puasa 󾌹 naha ka subang teu ngajakan ih,0
"Ayam aja Pak, terus satu paket itu sama isinya ap aja?",0
Ayam kita menunya banyak bu...ada ayam bakar.kremes. cabe ijo. Lada hitam. Asam manis. Rica rica. Baberque. Untuk isinya nasi.ayam.lalapan.sambal. tempe tahu . air mineral gelas. Bu...maaf bu kita ada paket yang 16rb s/d 19rb. Kalau boleh tau anggaran ibu berapa ya,0
"Ayo nama1 semangat skripsian yaaah biar cpt lulus, kerja, dan cpt nikah wkwkwk",0
"bagi yang sudah diuji segera diserahkan dgn dijilid, bagi yg sdg nunggu diuji sabar tuk sesuaikan waktupenguji..",0
Bagi yg tertarik lanjut ke gemastik 2016 ini tempat diskusinya : http://line.me/R/ti/g/xxxxx,0
"Baik Pak, berarti nanti Kamis kami ke kantor lagi",0
"Baik Pak, bsk sekalian kami bawa form penilaian ya Pak, dan berkas lainnya.",0
Bali mah kudu berapa atuh duitnya,0
Baru ngeh chatnya maafkan (maaf),0
"bebas nama1, terus nanti kalau ada tgl libur, pajuin aja misal jadi kamis atau sabtu.",0
Bebas... Senin stuju.. Apa aja yg di kebapain selain program ?,0
Beli es kelapa depan d besto teh,0
Belum de.. Saya kagi nyoba ngejar..,0
"Belum diuji, pa. Insya Allah siang hari ini mau ke kampus, dan mudah2an pa eka nya ada.",0
"Bentar lg ke gik, buru2 ga? Kalo buru2 nitip yg ngontrak ipc aj",0
Berarti saya ke palasari nya skrg .. abis itu langsung ke gik,0
Besok aku kasihin softfilenya gpp?,0
Besok dwm jadi ya praktikum weka. Bawa laptop.,0
"besok jam berapaa? harus jadi ih, udah 2 kali skip 😂",0
Besok kekantor saya tunggu jam 9 ya..,0
Besok mau ke kampus lagi ga?,0
Besok saya ada rapat dinas.. Selasa aja ya...,0
Besok siang ya jam 2,0
Besok yuk dua jam bih dari jam 4-6,0
"beu atuh sekarang, sambil nunggu yg pulang ppl",0
Biar rapih aj mad. Ini controllernya msh digabung2 aku bikinnya perfungsi soalnya,0
biasana sih pak nama1 sampe jam 12 kan di kampus?,0
Biasanya dia bukannya ke subang ya kalo weekend,0
Biasanya mah stasiun teh sebelum lewatin rel nama1,0
Bimbingan lg nanti nama1 da,0
"bebas nama1, terus nanti kalau ada tgl libur, pajuin aja misal jadi kamis atau sabtu.",0
Bisa bu...buka jam 11 bu,0
"Bisa kurang dari 15rb ga Pak, sebelumnya kita pernah acara sama bebek komar sekitar iti 13.5rb awal tahun 2015",0
bisa turun juga. Mencegah ikut remedial tapi tanpa persiapan dan asal-asalan menjawab.,0
Bisi ga enak ga bantuin beberes ato masak2nya :(,0
Blm aku cek min mau apa? Kalau penting bgt nanti aku gedorin,0
Blm beres sep. Malah byk bug,0
Blm mad ntr sore td udh ktmu,0
bntr lagi pulang,0
Bntr lg kan mau sholat mel. Nanti keluar upinet kasih tau ya. Males balik ,0
Bole duaduanya pen hardcover dulu. Tp kalau perusahaan udh minta boleh ttd dulu,0
"Boleh bu, kalau ada yang bakal pindah bulan itu. Kalau tidak keberatan bisa kabarin Bu. Terima kasih.",0
"boleh install sendiri, nanti juga saya bawa installernya.",0
Boleh minta alamat nya kalo dari gang softball kmna gtu,0
Boleh nitip coklat ke alhuda?,0
Boleh yang di depan ramen aa gpp jam 12.39 ya,0
Bsok ada kmpul euy.... Gmna ? Tpi gini aja. Vote aja yg bisa bsok sapa skrg sapa,0
"Btw magicomnya yg sedang Gais, gaada yg gede",0
Bu maaf saya lupa sekarang hari jumat ya...kalau jumat kita buka jam 1 bu...mau solat jumat dulu...maaf di dari upi ya,0
Bu mau mastiin ketemu di jica kan Bu?,0
Buat yg mahasiswa baru,0
"bulan depan ada daging sapi, mau dibakar dmna ? d pantai atau d rumah nama1 ?",0
Cape sih tp da susah euy kalo udah pikiran gtu teh,0
Cara panggil na localhost/SistemRumahSakit/gerbang/rawatdarurat,0
"cari yang seken, murah meriah kualiatasnya masih bagus kok",0
Ceritanya biasa aja. Tp tetep bikin nangis,0
Coba siapa yg lagi di prodi? Punten liatin jadwal sidang. Ada tulisan suruh kumpul jam brp gitu gak? Nuhun,0
"Cobaan itu teh dy, kadang cewe mah overthink dan overreact",0
Cukup alquran sbgai pedoman bagi org2 yg beriman.,0
"da gapapa public juga, asal jangan ada yang dimasukin.",0
Da sebenernya makan sama indomie ge cukup aku mah 😂,0
"Dari pt gagas, pt ixindo, pt bima data pratama, sma sukarnohatta, sma purwakarta, smk pgi, sma swamedia kang",0
Data_pasien itu no_medrec sdgkn daftar ulang itu pake no_register karna field yg akan diisi saat daftar ulang beda maka tablenya beda,0
Derr ya jangan wacana kaka bunda,0
"Di folder sql, aya sql rawatdaruat.sql tinggal sesuain sama yang maneh we. Cobaan k ente jalanken. Di urg mh teu jalan ngan load view mh bisa. Error di database. Soalna lieur gabungken database na.",0
Di kfc belokan setiabudi bawah pom bensin ada colokan gak sih?,0
Diagnosa mana? Di pasien_irj ga ada diagnosa,0
nama1 helmkuuuu.:'(,0
nama1 ntr aku ke kosan kamu yaaaaa,0
dikirim nya disatuin ?,0
nama1 dah selesei blm machine learningnya ?,0
nama1 nmr kamu yg ini kan? ntr ayu sms kl udah dpn kosan yah,0
"nama1 saya ke kosan yah, mau nanya2 jg soal laporan.. boleh ga?",0
"nama1, minta controller dan view nya aja.",0
"nama1, minta database kamu sama view dan controller yang ada js buat dropdown kotanya.",0
nama1 bisa pakai flash buat animasi ga?? Atau pakai movie maker??,0
nama1 di kosan gaaa? Mau numpang dooong,0
"nama1 dmna ? boleh mnta tolong ss dong bisns proses nya,,,,,",0
nama1 ke pt. inti?,0
nama1 maapin baru buka line,0
nama1 mau pergi ga? Kalo engga aku mau ke kosan,0
"nama1, note nama1 yang Dinamic ada di emil. Kembaliin ke nama1 atau gmana?",0
nama1  Cara bikin makalah yang daftar isinya langsung jadi gmana?,0
nama1;Graha Desila kmr 14 Lt.2;Aqua;20000(kembalian),0
Dilantai 2 ya tepat diruang skripsi,0
Dimulai dari angka 0,0
Dmana aja kang boleh hehe,0
Doakan aja ya bsok lancar paling cepet aku nyampe sana jam 9 malem,0
Dr ciateul terus masa kekalapa lg (frown),0
"Duh gusti disini ujan gede, semoga di riung gak bocor yah gais",0
E& (gila) ada namakuuu. Kapan aku luluuus,0
Edan edan nama1 semoga menjadi keluarga samawa ,0
Eh aku instances deh. Diload ga bs ,0
"Eh di kosan nama1 maksudnya, buat temen nama1 , buat september",0
"Eh gatau, td Bagus yang nanyain",0
"Eh iyaa gais kadonya udah aku kasih yaa, kata nama1 makasihh sama maaf kalau ada salah. Minggu ini udah mau ke samarinda",0
Eh kita brati kan makan 2 kali ya?malem ini sma bsok pagi bukan?,0
Eh tp jam 5 pas dong jgn malem hbs mgrib. Aku takut plg wk,0
emang berbayar nama1 .,0
Enakaa ajaaa gw diantar cowok gw yaa bukan dijmput nama1,0
Engga tau sep ntr di kosan aku cek sepertinya tidak ada semalam aku liat,0
"Engga teh aku udh siap, mau brgkt ini. Aku td line teteh",0
Eta mah data dokter keseluruhan. Maksud urg teh kan si pasien teh aya meren di pariksa ku dokter saha.,0
"nama1 bisa lembar yg kamrin bisa minta ke pak anto. Tp ibu minta yg di bab 2 harus diparafrase kalimatnya, jgn copy paste semua.",0
nama1 .. Saya masih di perjalanan.. Besok aja habis jumatan ketemu di kanto.. Web service nya juga sudah bisa di akses,0
Food Teh maksudnya bukan beras kan kang? ,0
Ga ada birthday nya? Wkwk,0
Gaaais dlm semenit aja aku jd nasabah btpn wkwk,0
Gaaais penamaannya kyk nama1 nih biar rapih,0
Gaada buat yg bukan temen mah,0
Gaes gaes mau drakor gaes besok yawww,0
Gais aku sudah brgkt. Mau matiin hp,0
Gais bsk kke kantor ya nyerahin laporan aku udh dpt ttd paedi. Ini mau hard jilid. Jgn lupa ya source sama laporan di cd,0
Gais kalau ada chat2 sebelumnya tolong dibaca dan dipahami biar ga ulg2 😂😂,0
Gais kalo dri upi ke unisba pake angkot apa pulang pergi? ,0
"Gais kata aku kita ngantor tgl 4 sekalian bawa form penilaian, daftar hadir, form bimbingan. Sekalulian foto.",0
Gais kyknya bapa ga akan bls sms aku. Mau gmn? Tp bapa bls sms teh tia blg dia ada dikantor dan tia jg blg kita kekantor hari ini.,0
Gais laporan 40 itu di bimbingan pembimbing lapangan?,0
Gais sekalian tanyain Pla ap aja yg diminta dr tempat pla setelah selesai selain nilai dr kampus? Ada surat2 lain ga.,0
Gajadi gadiabsen yg telatnya lebib dr 15 menit da kayanya,0
Gak takut kok. Tp emang blm mau. Gatau sampe kapan kwkw,0
"gak. saya sih percaya aja, dosa tanggung sendiri hehe. Nilai mobprog sudah selesai, silahkan dicek.",0
Gampang da cuma tampilan doang.,0
Gara gara batman. Pdhl udh diulang,0
"Gatau nuy, suruh tunggu aja cenah belom diinvite2 sama apapa aku mah",0
"gatau tadi bapa nya keburu jumatan , pokonya suruh ngumpul dlu gt katanya ",0
Geng hari ini mau jam brpa ? Respon yah...,0
Gimana nuy menghadapi beliau?,0
Gpp kali beda beda sep,0
Guys ada yg bermotor mau ngampus gak? Temenin ambil foto laaah (unbearable),0
Guys aku gabawa beras yaaa. Abis dr pasar beli itu berat bgt. Yg bisa bawa beras lebih mohon dilebihkan hehe,0
Guys di bdg ada studi foto yg gini gaaak,0
Guys numpang promosi bisi ada yg butuh..  Dijual MacBook Air Layar 11inch Ram 4gb Ssd 128gb Garansi sisa 5 bulan Dijual karena jarang di pake..  Harga PM ,0
"Guys, aku ganti template nya.",0
"Guys, untuk groupwherenya pake github aja ya ",0
"habis ini, pake groupwhere. biar ga berceceran filenya.",0
Haha ayook kita bully adi ndut sama sama 😃😃,0
"Hai akang-teteh, bagi kalian yang belum tau, merekalah calon Pemimpin KEMAKOM periode 2016-2017! yuk kita simak visi-misi mereka :)",0
Harganya kisaran 50rb nama1 😂,0
Hari kamis saya baru masuk,0
"Hayu boleh da gais, tp kudu disurvey dulu sama aku, bisi tiba2 ada something wkwk",0
"Hbd nama1 , cepet sidang cepet wisuda yaaa aamiiiin",0
Hehe sudah sep ku jebol pake solder tp jd jelek 😂😂,0
Hmm sebenernya itu cuman eksekusi jquery di control sep. Coba cek jquery yg dicotroller waktu klik button. Kan ke controller yg buat nyetak pdf,0
hmmm tiket ke batam berapa duit gile~,0
Hub kita lg kalo udah dkt wktnya.,0
"Ibunya lagi bobok, aku mau nanya ttg daging, kalo ada daging mau di presto dulu juga",0
"Info Gempa Mag:5.3 SR, 21-Jun-16 21:10:23 WIB, Lok:2.21 LS,99.33 BT (98 km Tenggara KEP-MENTAWAI-SUMBAR), Kedlmn:34 Km ::BMKG",0
"Ini hujan semalaman ruang tengah sama kamar kayanya gabisa di nyalain (:() harus nunggu kering baru bisa nyala, smg ujannya berenti 🙏",0
Ini ini udh disini mau apa aku gorengin,0
Ini kalo kita lg beneran ngumpul pasti lg mewek berjamaah,0
"InsyaaAllah ikhlas mel, asa udah di bahas digrup kan, Trs yg responnya gt",0
"Isi saldo nya bisa di grapari, indomaret, ato di tf dari bca",0
"itu masih pake data dummy, ntar gampang itu mh.",0
Itu namanya ap nur? Tokopedi bukalapak lumayan laa complete walopun kw sejenis,0
"Itu teh sebenernya krna terlalu sakit sma orang itu nuy, padahal kalo udah nemu orang baru mah pasti rasanya beda",0
itu yang tugas pentaho langsung presentasi di pentaho nya ?,0
Iya aku inget jam dinding di rumah awet katanya hadiah pernikahan ❤,0
"Iya  nama1, terakhir di lab jarkom. Pas copy sql SIGIndo tea.. ",0
Iya ih ko sedih sih gtau kapan lg ke bandung :(,0
Iya ih maksimalkan waktu sebulan ini wkwkwk pdhl aku aja yg mo pindah :(,0
Iya kalau ada yang kosong agus atau sept,0
Iya kan file terkahir itu data_pasien. -_-,0
Iya kar lg dikosan nih. Numpang ap?,0
iya ke singapur make yang 1dolar tea gening wkwk,0
Iya liat mock up nya maksudnya,0
Iya put alat masak makan mah aku usahain ada,0
"Iya teh, soalnya kenapa selasa, bapa hari rabu mau berangkat.",0
Iya ya ratarata programmer gt hirenya udh pake csps gt gt,0
"iya, makanya aku butuh data kalian teh soalnya datanya dari sana. tapi harus ada RJ atau RD.",0
"Iya, semua kamera kecuali kamera lia aku taro di situ semua",0
Iyaaa makanan bumbu dsb juga biar bisa dibawa dr rumah supaya irit hehehe,0
Iyaaaa ayyuuuukk biar kamu bisa reunian dg org sana fir,0
Iyalah makin malam makin mahal kek yg suka dijalanan,0
Jadi kapan kita meet upnyaa nih temaan temaan?,0
Jadi kitanya harus cari kesibukan jg ya? Biar ga mikirin cowo melulu,0
"Jadi males banget PLA, asa ga pernah beres. Wkwk. Padahal dari pa rawosi ga bermasalah.",0
Jadi nanti barang yg dipilih nyesuain budget aja diantara 7 pilihan diatas~,0
Jadinya aku ambil bulanan sampe desember. Tapi sekamar berdua sama sodara aku,0
"Jadinya mau apa sok, sebagian dari uang kas? Kira2 berapa?",0
"Jajaran kantin 79 kesana deket2 pengkolan pokoknya kang, ada tulisanya da",0
"Jam 12 wid, nanti berangkat jam 10",0
Jam 8 berangkat aja gmn teh,0
Jam brp brpnya bsk kabarin kalau ngumpul sore ini bisa yaaaa ,0
"Jangan di agendain, suka ga jadi wkwkwk ",0
Jangan gitu kang.. Aku tersinggung.,0
Januari mah ambil 1x seminggu aja. Kan kita masuk seminggu sekali kalau januari.,0
Januari pokoknya mau sama sapapun kemanapun harus liburan fix aamiin,0
Jauh amat jemput di poskamling cilimus dee,0
Jd mau kpnnnih? Kekantor ambil form. Balik lg ngasih laporan atau sekaligus. Jd di laporan ga ada lampiran,0
"Jd misal nih ada murid sama guru, si guru ngasih ujian, nanti hasil jawaban ujian murid dibandingin sama jawaban dari guru (jawaban yg bener) trs outputnya berupa skor hasil ujian itu",0
Jgn lupa malam ini jgn terlalu malam aja. Seadanya aja aku jg,0
"Jika jemari tak mampu berjabat dan batin ini rindu akan keikhlasan maaf, hanya lewat pesan ini jemariku bersilaturahmi. Mohon maaf lahir dan batin",0
Jumlah poin Anda s.d tgl 16/08/16 : 18 poin. Anda termasuk dalam kategori RED. Masa berlaku poin s.d 31 Des 2016,0
Ka aku ga bisa liat kosannya skrg :( soalnya ngerjain uts take home ka ,0
Kalau 13.5 itu untuk ayam kremes dan cabai ijo teh...kalau untuk bakar dan rica rica kita kasih 15rb deh   ...sudah pakai box dan air gelas,0
Kalau agus atau sept blm bisa menjamin ada kalau sekarang ada yang kosong,0
Kalau gamepro uasnya materi atau praktek Pak?,0
Kalau ini gagal. Urg pindah haluan ke sana deh,0
Kalau mau bikin model/controller mending per apa y?,0
Kalau pertable emg lbh rapih laporan sih mad cuman bingung kalau pertable kdgkan ada yg dipake didr bbrp table gmn tuh mad?,0
"Kalem, saya diantapani lagi ujian sama intan. Hher",0
Kalian udh brp kali bimbingan? Ngomongin apa aja aku blm pernah,0
Kalo ada daun pepaya mah bungkus daunnya pake pepaya put,0
kalo aku ngasihinnya habis ashar aja gpp ?,0
"kalo aku sih pertabel  nama1, mnyesuaikan kebutuhan :)",0
Kalo daftar doang tapi belum tentu jadi prasidang boleh ga?,0
Kalo engga belakang aqila ada 600/bulan gatau masih apa engga deh,0
Kalo grup c1 aku jarang baca haha jd suka ketinggalan kabar berita,0
Kalo kata raditya dika tuh cara pandang org ttg cinta akan berubah setelah mengalami patah hati terhebat. Haha,0
"Kalo masih mau ke kep. Seribu mending ikut yang ini nih, tinggal duduk manis dari unpad du",0
Kalo mau masak bawa bahannya dr rumah masing2 biar irit wkwk,0
kalo ngga besok ke kampus senin  nama1 ke kampus nya ,0
Kalo nonton hr ini mahal yah? Week end,0
"Kalo pacaran jg harus cowonya yg lebih sayang guys, biar ga ngebatin",0
Kalo pake daging yg dah direbus enak gak dijadiin sate?,0
Kalo satpam tanya bilang aja ketemu saya,0
Kalo udah ad progres besok aja jam 2an kesini..,0
kamu kapan ke bandungg??,0
kamu sibuk ngapain aja disana ?,0
Kamu yah yang ngajakin mereka.,0
"Kan bapaknya ngomong2 ya, trs ditanya siapa itu, aku blg lg rame ma sibuk dikampus nanti yaa",0
Kan dia masih gatau ngeditnya kek gmn haha,0
Kan ini karna bulan baru qaqa 😂 bisa ngomong gituch,0
Kang nama1 tuh baru menang 2 Milyar hahaha.. Kemakom berprestasi,0
Kantin fip nama1 sendiri td mau ke perpus. Tp bntar lg kan sholat ,0
Karena saya lagi si surabaya sampai besok.. Hati kamis ke kantor gimana ?,0
Kartu SIM Anda telah berhasil diganti. Terima kasih,0
Kasih norek aja kesebelah. Siapa tau ada yg mau. Mereka jg punya hak untk udunan wkwk. Bilang bts waktu trfr. Kalau ada niat pasti segera kok.,0
Ke kantor siang aja..,0
Keknya pernah liat undangannya di prodi,0
Kita kmpul yu sblum puasa :-) waktunya ,0
kita lewat kolam renang? di gymnas atau gik,0
Kita yg stay di pdg aja mah tinggal cuss aja kapan meet up nya,0
Ko gtu ya parah bgt masa jam kerja ngeroko. Biar dapet inspirasi meren ya,0
Kok antara optimis dan ngga yah 😟,0
"koreksi saya kalau salah (bisi lupa) tapi bagus sih kalau anda mau coba-coba, nggak mubazir juga kok. Kalau mau dibalikin lagi ke CSV ya pake transformasi lagi.",0
krn pulsa/limit tidak mencukupi. Dptkan informasi seputar kartu Tri di *123# atau via aplikasi BIMATRI,0
ku ada 300 ratus nih di tabungan~ di nama1  aku tabungan ada berapa nama1 ? cabut sekarang juga #ManaAda~ :(,0
Kumpul dulu aja di lab basdat biar bareng2,0
"Kumpulnya makan daging, jadi gak usah ke resto :D",0
Kurang tau pasti sep periksa controllernya waktu instansiasi new tcpdf() aku lupa,0
Lagian pasti ga boleh gera sma si kaka tp kalo dianterin aku ga enak,0
"Lebay gt katanya ""meni gitu ama mamanya teh gak blg2""",0
Lingkungan kerjanya berasap. Kalo gak ngerokok ya pada nge-vape gitu coba. Kan cowok semua banyaknya,0
Load controller bisa di construct mad? Kmren aku coba ga bs terpaksa di dlm fungsi,0
"maaaaaaaaf, aku lupaaa, hp aku baru nyala dadi pagi belum pulang ke kosan, maaf pisaaaan :(",0
Maaf Anda tidak bisa mengaktifkan paket FLASH ini karena nomor anda tidak terdaftar,0
Maaf bu jadi jam berapa ya kita ketemuan bu...atau bgmana baiknya,0
Maaf bu kalau pesanannya bebek atau ayam ya,0
Maaf kaprodi kita itu siapa yah hehe,0
"Maaf, Keyword yang anda masukkan ke 234 salah. Info lanjut hub call center : 200",0
"Maaf, pesan Anda belum terkirim. Silakan coba beberapa saat lagi. Terimakasih",0
"Maaf, pulsa Anda tidak cukup untuk melakukan pembelian paket Flash yang dipilih. Silahkan isi ulang pulsa Anda.",0
Maafin ya guys gak hari ini huhuhu,0
Mah melan lagi di kosan dila. Habis kerja kelompok tapi kepegat hujan :(,0
Makanya sebelum tibatiba layarnya hitam gt diapain? Jatoh?,0
Makasih gais doakan kami yg masih berjuang ya 💪,0
Makasih semuanyaaa mohon doanya yaaa,0
"Malem aja lah, jam 5 nanggung banget mw maghrib haha",0
Mana duduk plg depan selalu kdg aku ga tau keadaan dblkg. Siapa yg hdr siapa yg engga. Wkwk,0
Mandi?? Aku selesei isya mau bobo,0
Masak dikosan aku mau makan orek buatan kamu min,0
Masih boleh ikutan gaaaa wkwkwkwk,0
Masih ngerasa bersalah ama kalian sebenernya,0
Masih yang dekat sungai dulu kok diil 😁,0
Matikan services spt antivirus dll.,0
Mau minta kirim foto2 selempang yg kita waktu itu dong. Makasihhh,0
Mau naik gojek tapi ga ada driver kayanya :( padahal bawaan banyak :(,0
Mau nitip ga saya lagi di gerlong.,0
"Mau sekalian dibawain kacamata ga, nanti aku keluar jam 10",0
Mau yang apa? Sunday atau apa? Terus rasa slainya apa?,0
Memperbaiki bug2 karna ganti db bbrp. Lg enak nonton td ditelfon 😂,0
Merica jeruk nipis aku ajaa,0
Mgkin periksa nama id di view jg sep,0
Min kalo ada inpo kosan perbulan share ya 😆,0
Min lg dmn? Mo ngambil sertifikat yg kompas hihu,0
"minal aidzin walfaidin, mohon maaf lahir dan batin ya semua akang teteh. ",0
Minggunya pengen ke lembang git seharian ngubek bandung :(,0
Minta email github nya dong.,0
Mohon maaf lahir dan batin ipa3😚😚,0
Mohon maaf pak semalam saya Sudah konfirmasi tidak ikut remedial. Tapi di nilainya kenapa ikut remedial ,0
Ga ada birthday nya ? Wkwk,0
"Mudah2an ya dil, besok mau coba ke telkom lg, doain yah (tear)",0
Mul snack satu lagi teteh kasih rafael ya,0
Mungkin aa nya tau kl wajah nama1 bakal beda sendiri pas gaya ini (up),0
